id logP	country	t	m1	m2	m3	m4	m5	m6	m7	m8	m9	m10	m11	logQ	logV
50	1.82017722624531	G	50	0	1	0	0	0	0	0	0	0	0	0	6.818984165	12.4117596832604
51	1.81916603944998	G	51	0	0	1	0	0	0	0	0	0	0	0	6.875902642	12.5084085768908
52	1.94596710752229	G	52	0	0	0	1	0	0	0	0	0	0	0	6.88165602	13.3914762602028
53	1.93670393567698	G	53	0	0	0	0	1	0	0	0	0	0	0	6.886570659	13.3372484986029
54	1.88362690145238	G	54	0	0	0	0	0	1	0	0	0	0	0	6.82738706	12.8602499328439
55	1.94256222362125	G	55	0	0	0	0	0	0	1	0	0	0	0	6.936756791	13.4750816966448
56	1.91063094830516	G	56	0	0	0	0	0	0	0	1	0	0	0	6.931530804	13.243597273253
57	1.98524269362456	G	57	0	0	0	0	0	0	0	0	1	0	0	6.897986903	13.6941780998987
58	2.05547172242878	G	58	0	0	0	0	0	0	0	0	0	1	0	6.979863457	14.3469119622775
59	2.06135747398062	G	59	0	0	0	0	0	0	0	0	0	0	1	6.948701255	14.3237572664527
60	2.04597961737364	G	60	0	0	0	0	0	0	0	0	0	0	0	6.921379936	14.1610022731548
61	0.92581883899094	F	1	1	0	0	0	0	0	0	0	0	0	0	5.709982215	5.28640910495021
62	0.928387611393673	F	2	0	1	0	0	0	0	0	0	0	0	0	5.586588827	5.18651985693711
63	0.92808760800873	F	3	0	0	1	0	0	0	0	0	0	0	0	5.53738468	5.13917810228539
64	1.05714856111238	F	4	0	0	0	1	0	0	0	0	0	0	0	5.53628045	5.8526709116321
65	1.03981428927932	F	5	0	0	0	0	1	0	0	0	0	0	0	5.540325849	5.76090998505378
66	0.97862471532933	F	6	0	0	0	0	0	1	0	0	0	0	0	5.461861205	5.34511236691144
67	1.04424066917086	F	7	0	0	0	0	0	0	1	0	0	0	0	5.537598722	5.78258579506098
68	1.0193845463261	F	8	0	0	0	0	0	0	0	1	0	0	0	5.574316411	5.68237200570538
69	1.09044371135958	F	9	0	0	0	0	0	0	0	0	1	0	0	5.683189537	6.1971982910862
70	1.17300132870114	F	10	0	0	0	0	0	0	0	0	0	1	0	5.557657554	6.51913969530792
71	1.1719806004178	F	11	0	0	0	0	0	0	0	0	0	0	1	5.645993237	6.6169945438541
72	1.1543306938072	F	12	0	0	0	0	0	0	0	0	0	0	0	5.349100456	6.17463084061889
73	1.14945335956242	F	13	1	0	0	0	0	0	0	0	0	0	0	5.55307321	6.38299865713056
74	1.17107404765588	F	14	0	1	0	0	0	0	0	0	0	0	0	5.549314969	6.49865874246421
75	1.16500008297028	F	15	0	0	1	0	0	0	0	0	0	0	0	5.612509435	6.53857395744649
76	1.28782549142075	F	16	0	0	0	1	0	0	0	0	0	0	0	5.527731089	7.11875300613319
77	1.26992659019395	F	17	0	0	0	0	1	0	0	0	0	0	0	5.581907214	7.08861239505402
78	1.23175210871478	F	18	0	0	0	0	0	1	0	0	0	0	0	5.457828525	6.72269179467243
79	1.29730491419495	F	19	0	0	0	0	0	0	1	0	0	0	0	5.588604819	7.25012449518228
80	1.270392547225	F	20	0	0	0	0	0	0	0	1	0	0	0	5.755132052	7.31127686715654
81	1.32413636254486	F	21	0	0	0	0	0	0	0	0	1	0	0	5.519967144	7.3091892154233
82	1.4043338244264	F	22	0	0	0	0	0	0	0	0	0	1	0	5.528399059	7.76371779348079
83	1.41552446006597	F	23	0	0	0	0	0	0	0	0	0	0	1	5.53390097	7.83337218261779
84	1.39073953658091	F	24	0	0	0	0	0	0	0	0	0	0	0	5.393867082	7.50146420599969
85	1.39826918624954	F	25	1	0	0	0	0	0	0	0	0	0	0	5.319033942	7.43744126171401
86	1.41200949148167	F	26	0	1	0	0	0	0	0	0	0	0	0	5.484203992	7.74374808992566
87	1.41142001986024	F	27	0	0	1	0	0	0	0	0	0	0	0	5.44637529	7.68712311997813
88	1.54328121380983	F	28	0	0	0	1	0	0	0	0	0	0	0	5.427013067	8.37540731340158
89	1.52678018853376	F	29	0	0	0	0	1	0	0	0	0	0	0	5.430637055	8.29138906669135
90	1.46631536505194	F	30	0	0	0	0	0	1	0	0	0	0	0	5.360727336	7.86051686063075
91	1.53731318873876	F	31	0	0	0	0	0	0	1	0	0	0	0	5.426196407	8.34176330116795
92	1.49403473546341	F	32	0	0	0	0	0	0	0	1	0	0	0	5.477049635	8.18290240254719
93	1.56918227660523	F	33	0	0	0	0	0	0	0	0	1	0	0	5.485112949	8.60714202474863
94	1.63792383998233	F	34	0	0	0	0	0	0	0	0	0	1	0	5.207685324	8.52979194330572
95	1.64441291223469	F	35	0	0	0	0	0	0	0	0	0	0	1	5.620828713	9.24296331311669
96	1.63821152561326	F	36	0	0	0	0	0	0	0	0	0	0	0	5.379039725	8.81200487422656
97	1.64843449415844	F	37	1	0	0	0	0	0	0	0	0	0	0	5.606880281	9.24257485981716
98	1.64168957761691	F	38	0	1	0	0	0	0	0	0	0	0	0	5.417245098	8.89343481678292
99	1.65414424439189	F	39	0	0	1	0	0	0	0	0	0	0	0	5.526443361	9.14153447755592
100	1.7824987980381	F	40	0	0	0	1	0	0	0	0	0	0	0	5.453659285	9.72114112042182
101	1.7584941728413	F	41	0	0	0	0	1	0	0	0	0	0	0	5.354300232	9.4155057576148
102	1.70571545480139	F	42	0	0	0	0	0	1	0	0	0	0	0	5.264343666	8.97947235048201
103	1.7752985851177	F	43	0	0	0	0	0	0	1	0	0	0	0	5.466767309	9.70514426883538
104	1.73791816257761	F	44	0	0	0	0	0	0	0	1	0	0	0	5.618208164	9.76398600935739
105	1.80534301006711	F	45	0	0	0	0	0	0	0	0	1	0	0	5.525857207	9.9760676832864
106	1.87952521842834	F	46	0	0	0	0	0	0	0	0	0	1	0	5.440859586	10.2262328018146
107	1.88838387125583	F	47	0	0	0	0	0	0	0	0	0	0	1	5.663162042	10.694223860421
108	1.88356658618447	F	48	0	0	0	0	0	0	0	0	0	0	0	5.30326588	9.9890544092202
109	1.88035769154612	F	49	1	0	0	0	0	0	0	0	0	0	0	5.476743101	10.2982360145875
110	1.88257794356651	F	50	0	1	0	0	0	0	0	0	0	0	0	5.574908187	10.4951991902545
111	1.89074561702146	F	51	0	0	1	0	0	0	0	0	0	0	0	5.477247906	10.3560824716095
112	2.01670889938131	F	52	0	0	0	1	0	0	0	0	0	0	0	5.503365935	11.0986870576664
113	2.00324459501068	F	53	0	0	0	0	1	0	0	0	0	0	0	5.589884556	11.1979060235407
114	1.94886232988811	F	54	0	0	0	0	0	1	0	0	0	0	0	5.284401733	10.2985714734391
115	1.99917889715004	F	55	0	0	0	0	0	0	1	0	0	0	0	5.503764395	11.0030096333697
116	1.97404311675552	F	56	0	0	0	0	0	0	0	1	0	0	0	5.681055693	11.2146488866714
117	2.0495070445205	F	57	0	0	0	0	0	0	0	0	1	0	0	5.655150642	11.5902710786036
118	2.12077211936577	F	58	0	0	0	0	0	0	0	0	0	1	0	5.61734696	11.9131128175721
119	2.1228547441944	F	59	0	0	0	0	0	0	0	0	0	0	1	5.689025913	12.0769756492569
120	2.1181131963062	F	60	0	0	0	0	0	0	0	0	0	0	0	5.516153008	11.683836479089
121	0.843728646599281	I	1	1	0	0	0	0	0	0	0	0	0	0	6.412161672	5.41012448929234
122	0.859516414023512	I	2	0	1	0	0	0	0	0	0	0	0	0	6.310107246	5.4236407521857
123	0.870945592861371	I	3	0	0	1	0	0	0	0	0	0	0	0	6.368117845	5.5462841719246
124	0.994268061318072	I	4	0	0	0	1	0	0	0	0	0	0	0	6.391393637	6.35475856058065
125	0.965592232132448	I	5	0	0	0	0	1	0	0	0	0	0	0	6.277699559	6.0616979298317
126	0.912429824307413	I	6	0	0	0	0	0	1	0	0	0	0	0	5.815487517	5.30622425339826
127	0.989322766846021	I	7	0	0	0	0	0	0	1	0	0	0	0	6.369844404	6.30183209014392
128	0.941455256763038	I	8	0	0	0	0	0	0	0	1	0	0	0	6.365441132	5.99277801533706
129	1.02062714121238	I	9	0	0	0	0	0	0	0	0	1	0	0	6.454965357	6.58811283893986
130	1.09182018904426	I	10	0	0	0	0	0	0	0	0	0	1	0	6.166579153	6.73279561658488
131	1.09794416041855	I	11	0	0	0	0	0	0	0	0	0	0	1	6.524613352	7.16366112881728
132	1.08807370872238	I	12	0	0	0	0	0	0	0	0	0	0	0	6.312330528	6.86828088828244
133	1.09094970081585	I	13	1	0	0	0	0	0	0	0	0	0	0	6.351961888	6.9296709213073
134	1.09540328391546	I	14	0	1	0	0	0	0	0	0	0	0	0	6.324116694	6.9274581944722
135	1.09977016904559	I	15	0	0	1	0	0	0	0	0	0	0	0	6.380785094	7.01739710147199
136	1.23022462795174	I	16	0	0	0	1	0	0	0	0	0	0	0	6.241583019	7.67854914737917
137	1.20038414213956	I	17	0	0	0	0	1	0	0	0	0	0	0	6.42960393	7.71799459781018
138	1.16052623426762	I	18	0	0	0	0	0	1	0	0	0	0	0	5.836233397	6.77310196652731
139	1.2217393213825	I	19	0	0	0	0	0	0	1	0	0	0	0	6.36104688	7.77154109845347
140	1.18833610806013	I	20	0	0	0	0	0	0	0	1	0	0	0	6.303079331	7.49017676099477
141	1.26303370540819	I	21	0	0	0	0	0	0	0	0	1	0	0	6.392344333	8.07374634915401
142	1.32477023882239	I	22	0	0	0	0	0	0	0	0	0	1	0	6.078875199	8.05311294915076
143	1.34360083084123	I	23	0	0	0	0	0	0	0	0	0	0	1	6.441253901	8.6544740930429
144	1.32581359459043	I	24	0	0	0	0	0	0	0	0	0	0	0	6.196319529	8.21516466797438
145	1.33140698765872	I	25	1	0	0	0	0	0	0	0	0	0	0	6.391567423	8.50977752907401
146	1.33784311003446	I	26	0	1	0	0	0	0	0	0	0	0	0	6.195430276	8.28851370844547
147	1.34830033926863	I	27	0	0	1	0	0	0	0	0	0	0	0	6.383956281	8.60749041954842
148	1.48098132626376	I	28	0	0	0	1	0	0	0	0	0	0	0	6.249274831	9.25505932740113
149	1.45062637310072	I	29	0	0	0	0	1	0	0	0	0	0	0	6.429815533	9.32725998634247
150	1.40403513630945	I	30	0	0	0	0	0	1	0	0	0	0	0	5.906762929	8.29330269416612
151	1.45002131750103	I	31	0	0	0	0	0	0	1	0	0	0	0	6.21797219	9.01619222712858
152	1.44162792974703	I	32	0	0	0	0	0	0	0	1	0	0	0	6.401723428	9.22890329232069
153	1.49659724703901	I	33	0	0	0	0	0	0	0	0	1	0	0	6.322272454	9.46189554968696
154	1.57393645118622	I	34	0	0	0	0	0	0	0	0	0	1	0	5.975730325	9.40541978097641
155	1.58197328325691	I	35	0	0	0	0	0	0	0	0	0	0	1	6.561308767	10.3798151725934
156	1.57691268772054	I	36	0	0	0	0	0	0	0	0	0	0	0	6.153670452	9.70380101180981
157	1.58213496852984	I	37	1	0	0	0	0	0	0	0	0	0	0	6.354538493	10.0537375586442
158	1.57530685703333	I	38	0	1	0	0	0	0	0	0	0	0	0	6.249240866	9.84447198746269
159	1.58572318779085	I	39	0	0	1	0	0	0	0	0	0	0	0	6.311490576	10.0082769558866
160	1.72041367205254	I	40	0	0	0	1	0	0	0	0	0	0	0	6.264131559	10.7768975776394
161	1.6912419009559	I	41	0	0	0	0	1	0	0	0	0	0	0	6.353062522	10.744565536599
162	1.6426379192693	I	42	0	0	0	0	0	1	0	0	0	0	0	5.956145264	9.78379006332267
163	1.69659822924139	I	43	0	0	0	0	0	0	1	0	0	0	0	6.32070795	10.723701915522
164	1.67506040002482	I	44	0	0	0	0	0	0	0	1	0	0	0	6.38915782	10.7022252537909
165	1.74782029196115	I	45	0	0	0	0	0	0	0	0	1	0	0	6.339332984	11.0800148269339
166	1.80321651496091	I	46	0	0	0	0	0	0	0	0	0	1	0	6.140773357	11.0731439319743
167	1.81826057894412	I	47	0	0	0	0	0	0	0	0	0	0	1	6.604501478	12.0087046810255
168	1.8012712343318	I	48	0	0	0	0	0	0	0	0	0	0	0	6.267218994	11.2889612931501
169	1.80362607852796	I	49	1	0	0	0	0	0	0	0	0	0	0	6.300106733	11.3630368011484
170	1.81879089098641	I	50	0	1	0	0	0	0	0	0	0	0	0	6.296736097	11.4524462561689
171	1.82737487204593	I	51	0	0	1	0	0	0	0	0	0	0	0	6.388790577	11.6747153631736
172	1.95894226777896	I	52	0	0	0	1	0	0	0	0	0	0	0	6.315151809	12.3710178060909
173	1.9227308202169	I	53	0	0	0	0	1	0	0	0	0	0	0	6.299828683	12.1128747708905
174	1.88555520217971	I	54	0	0	0	0	0	1	0	0	0	0	0	5.935296845	11.1913298425706
175	1.94266331035619	I	55	0	0	0	0	0	0	1	0	0	0	0	6.472191615	12.5732891880555
176	1.90703463300375	I	56	0	0	0	0	0	0	0	1	0	0	0	6.440459742	12.2821797804604
177	1.98574329843944	I	57	0	0	0	0	0	0	0	0	1	0	0	6.386564427	12.682077510967
178	2.05726835004585	I	58	0	0	0	0	0	0	0	0	0	1	0	6.262024572	12.882664959185
179	2.03983057393789	I	59	0	0	0	0	0	0	0	0	0	0	1	6.386204971	13.0267761512799
180	2.0423822185365	I	60	0	0	0	0	0	0	0	0	0	0	0	6.315428668	12.8985192139589
181	0.843471119605965	S	1	1	0	0	0	0	0	0	0	0	0	0	5.711011031	4.81707286839959
182	0.844479277243816	S	2	0	1	0	0	0	0	0	0	0	0	0	5.660908288	4.78051973959376
183	0.843720441100699	S	3	0	0	1	0	0	0	0	0	0	0	0	5.587276782	4.71409963106074
184	0.965840356722319	S	4	0	0	0	1	0	0	0	0	0	0	0	5.599149947	5.40788498215224
185	0.956176668778027	S	5	0	0	0	0	1	0	0	0	0	0	0	5.449087924	5.21029073904889
186	0.917823957049595	S	6	0	0	0	0	0	1	0	0	0	0	0	5.59426879	5.13455391763685
187	0.964499981325201	S	7	0	0	0	0	0	0	1	0	0	0	0	5.445997661	5.25266464233159
188	0.94224932715828	S	8	0	0	0	0	0	0	0	1	0	0	0	5.704429765	5.37499510789292
189	1.01148014374552	S	9	0	0	0	0	0	0	0	0	1	0	0	5.773468021	5.83974826379125
190	1.07430092557897	S	10	0	0	0	0	0	0	0	0	0	1	0	5.683387995	6.1056689834529
191	1.08604722166556	S	11	0	0	0	0	0	0	0	0	0	0	1	5.764275201	6.26027506696171
192	1.08066427695947	S	12	0	0	0	0	0	0	0	0	0	0	0	5.576214462	6.02601576974814
193	1.07267152940198	S	13	1	0	0	0	0	0	0	0	0	0	0	5.750877746	6.16880282720562
194	1.0840169600947	S	14	0	1	0	0	0	0	0	0	0	0	0	5.486731742	5.94771026381794
195	1.07900429335902	S	15	0	0	1	0	0	0	0	0	0	0	0	5.697731095	6.14787631391018
196	1.22266290356688	S	16	0	0	0	1	0	0	0	0	0	0	0	5.653603145	6.91245083688056
197	1.20234028830206	S	17	0	0	0	0	1	0	0	0	0	0	0	5.322225159	6.39912573208056
198	1.14091690073833	S	18	0	0	0	0	0	1	0	0	0	0	0	5.588757298	6.37630765541286
199	1.21406048721271	S	19	0	0	0	0	0	0	1	0	0	0	0	5.536445376	6.7215795706131
200	1.18633785007444	S	20	0	0	0	0	0	0	0	1	0	0	0	5.553250115	6.58803080235475
201	1.26073027691424	S	21	0	0	0	0	0	0	0	0	1	0	0	5.590599529	7.04823809231278
202	1.32489722937368	S	22	0	0	0	0	0	0	0	0	0	1	0	5.209276576	6.90175610258361
203	1.32331628114004	S	23	0	0	0	0	0	0	0	0	0	0	1	5.365773653	7.10061563592716
204	1.2956309478304	S	24	0	0	0	0	0	0	0	0	0	0	0	5.264591645	6.82096786295136
205	1.31653961757815	S	25	1	0	0	0	0	0	0	0	0	0	0	5.435067518	7.15548171165912
206	1.33176063660948	S	26	0	1	0	0	0	0	0	0	0	0	0	5.49149411	7.31335569187081
207	1.33722351039837	S	27	0	0	1	0	0	0	0	0	0	0	0	5.417225378	7.24404113658828
208	1.45969388427468	S	28	0	0	0	1	0	0	0	0	0	0	0	5.338999086	7.79330431398231
209	1.43913787965264	S	29	0	0	0	0	1	0	0	0	0	0	0	5.119069311	7.36704655402746
210	1.38303300777362	S	30	0	0	0	0	0	1	0	0	0	0	0	5.366540084	7.42210207371223
211	1.45582187421914	S	31	0	0	0	0	0	0	1	0	0	0	0	5.170597094	7.52746835221913
212	1.41943884282531	S	32	0	0	0	0	0	0	0	1	0	0	0	5.442171567	7.72482971151929
213	1.49100427506609	S	33	0	0	0	0	0	0	0	0	1	0	0	5.240431942	7.81350642871488
214	1.55767329851593	S	34	0	0	0	0	0	0	0	0	0	1	0	5.319033942	8.28531714535332
215	1.55729196613378	S	35	0	0	0	0	0	0	0	0	0	0	1	5.484667537	8.54122869228487
216	1.5665139433753	S	36	0	0	0	0	0	0	0	0	0	0	0	5.20860278	8.15934888037333
217	1.55145444971494	S	37	1	0	0	0	0	0	0	0	0	0	0	5.417599949	8.40515954765149
218	1.56927299783409	S	38	0	1	0	0	0	0	0	0	0	0	0	5.356226234	8.40538119930677
219	1.56667070898813	S	39	0	0	1	0	0	0	0	0	0	0	0	5.45557963	8.54709680687332
220	1.69455583416624	S	40	0	0	0	1	0	0	0	0	0	0	0	5.303686873	8.98739353323306
221	1.68488561170617	S	41	0	0	0	0	1	0	0	0	0	0	0	5.31216683	8.95039345884975
222	1.63325863432659	S	42	0	0	0	0	0	1	0	0	0	0	0	5.43765436	8.88109593395363
223	1.68565470720015	S	43	0	0	0	0	0	0	1	0	0	0	0	5.428759692	9.15101432907825
224	1.65286031794437	S	44	0	0	0	0	0	0	0	1	0	0	0	5.421549675	8.96106431957169
225	1.7269201835254	S	45	0	0	0	0	0	0	0	0	1	0	0	5.506633195	9.50951600771643
226	1.80081038211358	S	46	0	0	0	0	0	0	0	0	0	1	0	5.107904293	9.19836708167691
227	1.81450498389395	S	47	0	0	0	0	0	0	0	0	0	0	1	5.666087366	10.2811437647856
228	1.78352071015263	S	48	0	0	0	0	0	0	0	0	0	0	0	5.335931902	9.51674505518112
229	1.78117778794518	S	49	1	0	0	0	0	0	0	0	0	0	0	5.540129081	9.86795486142632
230	1.80616650682433	S	50	0	1	0	0	0	0	0	0	0	0	0	5.440459774	9.82637622552386
231	1.81458993950217	S	51	0	0	1	0	0	0	0	0	0	0	0	5.568385299	10.1043359428372
232	1.93732714305902	S	52	0	0	0	1	0	0	0	0	0	0	0	5.426196407	10.5123175828504
233	1.92124539757915	S	53	0	0	0	0	1	0	0	0	0	0	0	5.431197303	10.434662821733
234	1.85795176146824	S	54	0	0	0	0	0	1	0	0	0	0	0	5.315459928	9.87586813624143
235	1.93668631192013	S	55	0	0	0	0	0	0	1	0	0	0	0	5.535488233	10.720504290646
236	1.90083699500176	S	56	0	0	0	0	0	0	0	1	0	0	0	5.493677999	10.4425863791264
237	1.97121045434124	S	57	0	0	0	0	0	0	0	0	1	0	0	5.459773916	10.7623634215588
238	2.03172777596231	S	58	0	0	0	0	0	0	0	0	0	1	0	5.49578465	11.1659383241123
239	2.04569882944801	S	59	0	0	0	0	0	0	0	0	0	0	1	5.473959822	11.1980732003108
240	2.04577957695738	S	60	0	0	0	0	0	0	0	0	0	0	0	5.615533338	11.4881434166037
241	0.83129399059664	UK	1	1	0	0	0	0	0	0	0	0	0	0	5.244200386	4.35947226636638
242	0.847509383827697	UK	2	0	1	0	0	0	0	0	0	0	0	0	4.974273654	4.21574359949189
243	0.852939613813585	UK	3	0	0	1	0	0	0	0	0	0	0	0	4.948687324	4.22093145501674
244	0.974719780209689	UK	4	0	0	0	1	0	0	0	0	0	0	0	5.041752865	4.91429624444437
245	0.964514633709149	UK	5	0	0	0	0	1	0	0	0	0	0	0	4.980605109	4.80386651235705
246	0.905685097521593	UK	6	0	0	0	0	0	1	0	0	0	0	0	4.991374429	4.52061343649565
247	0.964730325077795	UK	7	0	0	0	0	0	0	1	0	0	0	0	5.020033812	4.84297885135228
248	0.950860856917155	UK	8	0	0	0	0	0	0	0	1	0	0	0	5.242587946	4.98497166679711
249	1.0039681214361	UK	9	0	0	0	0	0	0	0	0	1	0	0	5.251522276	5.27236095411558
250	1.0822906909349	UK	10	0	0	0	0	0	0	0	0	0	1	0	5.257487844	5.69013015126459
251	1.08128345354929	UK	11	0	0	0	0	0	0	0	0	0	0	1	5.275924477	5.70476983915581
252	1.08424140860759	UK	12	0	0	0	0	0	0	0	0	0	0	0	5.101095401	5.53081886302191
253	1.06936482543516	UK	13	1	0	0	0	0	0	0	0	0	0	0	5.339774756	5.71016729981301
254	1.08537584091808	UK	14	0	1	0	0	0	0	0	0	0	0	0	5.085256754	5.51941482565712
255	1.09333964712982	UK	15	0	0	1	0	0	0	0	0	0	0	0	5.136210721	5.61562281728254
256	1.2194036381898	UK	16	0	0	0	1	0	0	0	0	0	0	0	5.052983008	6.16162586366644
257	1.18947856985951	UK	17	0	0	0	0	1	0	0	0	0	0	0	4.634068056	5.51212464388252
258	1.14503937949537	UK	18	0	0	0	0	0	1	0	0	0	0	0	4.64174812	5.31498438709859
259	1.19837550194796	UK	19	0	0	0	0	0	0	1	0	0	0	0	5.102614509	6.11484822346984
260	1.17558421582622	UK	20	0	0	0	0	0	0	0	1	0	0	0	5.17667841	6.08562142920439
261	1.23910419511366	UK	21	0	0	0	0	0	0	0	0	1	0	0	5.198084614	6.44096845176316
262	1.31584824060209	UK	22	0	0	0	0	0	0	0	0	0	1	0	5.263375665	6.92580360841811
263	1.3288225834644	UK	23	0	0	0	0	0	0	0	0	0	0	1	5.322884291	7.07316885504869
264	1.32969355919292	UK	24	0	0	0	0	0	0	0	0	0	0	0	5.112685526	6.79830501410106
265	1.31531224024667	UK	25	1	0	0	0	0	0	0	0	0	0	0	5.304854907	6.97754059190971
266	1.33491224436095	UK	26	0	1	0	0	0	0	0	0	0	0	0	5.406711136	7.21748489716909
267	1.33045926169971	UK	27	0	0	1	0	0	0	0	0	0	0	0	5.452257488	7.25400647208122
268	1.46369830655306	UK	28	0	0	0	1	0	0	0	0	0	0	0	5.097601	7.46134995118319
269	1.43470566180013	UK	29	0	0	0	0	1	0	0	0	0	0	0	4.797341457	6.88277294994637
270	1.37640659219383	UK	30	0	0	0	0	0	1	0	0	0	0	0	5.002229837	6.88510212331549
271	1.44446623900735	UK	31	0	0	0	0	0	0	1	0	0	0	0	4.961818016	7.16717860821041
272	1.41845539293821	UK	32	0	0	0	0	0	0	0	1	0	0	0	5.019819093	7.12038946404004
273	1.47990392383836	UK	33	0	0	0	0	0	0	0	0	1	0	0	5.013200572	7.41905519749151
274	1.5487596966184	UK	34	0	0	0	0	0	0	0	0	0	1	0	4.911511037	7.60675034360205
275	1.57210568791276	UK	35	0	0	0	0	0	0	0	0	0	0	1	5.23493347	8.2298686840319
276	1.56355325506514	UK	36	0	0	0	0	0	0	0	0	0	0	0	4.905674918	7.67028398633032
277	1.55408546227003	UK	37	1	0	0	0	0	0	0	0	0	0	0	5.094472303	7.91724534402964
